Código de Conexión,Equipo,Tipo de la observación,Fecha de la Observación,Código de la observación,Lectura de contador,Toda la lectura de contador del tiempo,Edad componente,Intervalo de la observación,días,Valoración de la Observación,Grado de Trakka,Edad del lubricante,Uso,Lubricante drenado,Agredado,Valoración del Estado Asignada,Notas sobre la Revisión del Estado,Otras recomendaciones,Efecto de Falla,Revisado,Revisor,Resumen de la Acción,Boro (ppm),Calcio (ppm),Cinc (ppm),Fosforado (ppm),Magnesio (ppm),Molibdeno (ppm),Agua (%),Nitración JOAP (Abs/cm),Oxidación JOAP (Abs/cm),Silicio (ppm),Sodio (ppm),Sulfatación JOAP (Abs/cm),Viscosidad @ 100°C (cSt),ISO 4406:1999 > 04µ,ISO 4406:1999 > 06µ,ISO 4406:1999 > 14µ,Aluminio (ppm),Cobre (ppm),Cromo (ppm),Hierro (ppm),Plomo (ppm),Bario (ppm),Cadmio (ppm),Estaño (ppm),Niquel (ppm),Fecha Calculada,Año,Mes,Flota
0060156 ZSHI,60156,Análisis flúido,30/05/2026,0060156 ZSHI 20260530,"5003,3","41943,4",39353,0,4,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones y enventanarla el 6/6/2026   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).  ",,Alto conteo de partículas,3/06/2026 7:38:28 a. m.,jbenitez2,,,"16,65","33,19","240,65",,0,,3,10,"2,2",,18,"7,96",22,20,17,"1,67","0,56","0,79","17,93","0,6",,,,,30/05/2026,2026,05,EX3600
0060155 ZSHI,60155,Análisis flúido,26/05/2026,0060155 ZSHI 20260526,"8622,6","41943,4",39353,"4063,8",20,Normal,Crítico,,,No,0,Advertencia,SE TOMARA UNA CONTRAMUESTRA PARA VERIFICAR TENDENCIA ,,Alto conteo de partículas,3/06/2026 7:33:30 a. m.,jbenitez2,,,"61,79","25,44","142,24",,0,,3,20,"4,56",,26,"9,55",20,18,14,"2,42","0,69","0,24","13,03","0,56",,,,,26/05/2026,2026,05,EX3600
0060156 ZSHI,60156,Análisis flúido,6/05/2026,0060156 ZSHI 20260506,"4558,8","37879,6","35289,2",0,4,Normal,Crítico,,,No,0,Advertencia,YA SE TIENE UNA OT 1673418,,Alto conteo de partículas,11/05/2026 11:50:34 a. m.,jbenitez2,,,"21,81","32,67","215,23",,"0,02",,,,"2,57",,,"7,9",19,17,15,"1,64","0,65","0,51","16,05","1,47",,,,,6/05/2026,2026,05,EX3600
0060155 ZSHI,60155,Análisis flúido,2/05/2026,0060155 ZSHI 20260502,"8156,7","37879,6","35289,2","4094,4",27,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones   1.cambio de todo el aceite hidrualico  2.  Cambie los desfogues del tanque hidráulico.  3. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  Pedir el elemento filtrante STOCK: 483074 cant 6 se debe solicitar este filtro de flujo pleno.",,Alto conteo de partículas,5/05/2026 1:14:10 p. m.,jbenitez2,,,"55,11","29,75","120,62",,"0,22",,,,7,,,"9,57",20,18,14,"2,16","0,63","0,08","12,49","0,61",,,,,2/05/2026,2026,05,EX3600
0060156 ZSHI,60156,Análisis flúido,5/04/2026,0060156 ZSHI 20260405,"4062,3","33785,2","31194,8",0,11,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  Pedir el elemento filtrante STOCK: 483074 cant 6 se debe solicitar este filtro de flujo pleno.",,Alto conteo de partículas,7/04/2026 10:29:39 a. m.,jbenitez2,,,"23,81","55,87","217,99",,0,,3,10,"0,96",,18,"7,98",20,18,14,"1,69","0,81","0,14","16,31","0,57",,,,,5/04/2026,2026,04,EX3600
0060155 ZSHI,60155,Análisis flúido,25/03/2026,0060155 ZSHI 20260325,"7509,6","33785,2","31194,8","3893,7",13,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,30/03/2026 10:38:37 a. m.,jbenitez2,,,"53,16","19,1","110,03",,"0,81",,2,21,"1,06",,27,"10,481",19,17,12,"0,85","0,32","0,06","3,66",0,,,,,25/03/2026,2026,03,EX3600
0060156 ZSHI,60156,Análisis flúido,12/03/2026,0060156 ZSHI 20260312,"3615,9","29891,5","27301,1",0,12,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  Pedir el elemento filtrante STOCK: 483074 cant 6 se debe solicitar este filtro de flujo pleno.",,Alto conteo de partículas,16/03/2026 11:54:36 a. m.,jbenitez2,,,"52,84","16,21","71,46",,"0,17",,,,"0,05",,,"11,1",20,18,15,"0,04","0,06",0,"0,35","0,02",,,,,12/03/2026,2026,03,EX3600
0060155 ZSHI,60155,Análisis flúido,28/02/2026,0060155 ZSHI 20260228,"7036,3","29891,5","27301,1","329,4",17,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,4/03/2026 8:12:53 a. m.,jbenitez2,,,"50,12",37,"147,16",,"0,07",,,,"1,35",,,"9,56",17,15,11,"1,21","0,84","0,09","8,74",0,,,,,28/02/2026,2026,02,EX3600
0060155 ZSHI,60155,Análisis flúido,11/02/2026,0060155 ZSHI 20260211,"6706,9","29562,1","26971,7","3639,3",23,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,13/02/2026 8:41:31 a. m.,jbenitez2,,,"69,83","31,4","138,54",,0,,2,19,"1,24",,26,,15,14,10,"0,76","0,71",0,"6,78","1,33",,,,,11/02/2026,2026,02,EX3600
0060156 ZSHI,60156,Análisis flúido,11/02/2026,0060156 ZSHI 20260211,"3067,6","25922,8","23332,4",0,23,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,13/02/2026 8:37:02 a. m.,jbenitez2,,,"24,22","39,5","215,01",,"1,09",,3,10,"0,61",,18,,20,17,12,"1,07",1,"0,3","10,3","0,68",,,,,11/02/2026,2026,02,EX3600
0060155 ZSHI,60155,Análisis flúido,19/01/2026,0060155 ZSHI 20260119,"6379,6","25922,8","23332,4","3799,6",4,Normal,Crítico,,,No,0,Advertencia,YA SE TIENE UNA OT PARA ESTE COMPONENTE OT 1603591,,Alto conteo de partículas,23/01/2026 6:17:40 a. m.,jbenitez2,,,"64,24","21,25","252,57",,0,,2,19,"1,13",,26,"10,512",23,21,18,0,"0,31",0,"3,01",0,,,,,19/01/2026,2026,01,EX3600
0060156 ZSHI,60156,Análisis flúido,15/01/2026,0060156 ZSHI 20260115,2580,"22123,2","19532,8",0,21,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  Pedir el elemento filtrante STOCK: 483074 cant 6 se debe solicitar este filtro de flujo pleno.",,Alto conteo de partículas,19/01/2026 12:27:16 p. m.,jbenitez2,,,"49,4","9,71","108,79",,"0,06",,2,21,"0,84",,28,,20,18,15,"0,31","0,04",0,"0,37","1,1",,,,,15/01/2026,2026,01,EX3600
0060155 ZSHI,60155,Análisis flúido,25/12/2025,0060155 ZSHI 20251225,"5913,6","22123,2","19532,8","3846,9",9,Normal,Crítico,,,No,0,Crítico,"Los predictores del codigo ISO de limpieza estan en rango de critico.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  Pedir el elemento filtrante STOCK: 483074 cant 6 se debe solicitar este filtro de flujo pleno.",,Alto conteo de partículas,6/01/2026 1:03:43 p. m.,jbenitez2,,,"65,5","25,88","136,22",,0,,,,"1,35",,,"11,04",23,21,18,"0,62","0,09","0,1","0,55","0,95",,,,,25/12/2025,2025,12,EX3600
0060156 ZSHI,60156,Análisis flúido,16/12/2025,0060156 ZSHI 20251216,"2066,7","18276,3","15685,9",0,21,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,22/12/2025 10:30:28 a. m.,jbenitez2,,,"64,74","17,4","131,82",,"0,13",,,,"0,62",,,"10,9",19,17,13,"0,13","0,1",0,"0,16",0,,,,,16/12/2025,2025,12,EX3600
0060155 ZSHI,60155,Análisis flúido,25/11/2025,0060155 ZSHI 20251125,"5340,3","18276,3","15685,9","3832,8",9,Normal,Crítico,,,No,0,Advertencia,"SE TOMARA CONTRAMUESTRA, PARA VERIFICAR TENDENCIA",,Alto conteo de partículas,6/01/2026 8:04:08 a. m.,jbenitez2,,,"66,28","22,88","133,16",,0,,2,21,"0,7",,28,"10,928",22,21,19,0,"0,03","0,07",0,0,,,,,25/11/2025,2025,11,EX3600
0060156 ZSHI,60156,Análisis flúido,16/11/2025,0060156 ZSHI 20251116,"1507,5","14443,5","11853,1",0,9,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO ,,Ninguna falla identificada,29/12/2025 1:51:12 p. m.,jbenitez2,,,"36,21","38,26","210,21",,"0,17",,2,12,"1,43",,20,"8,6",22,20,14,"0,62","1,51","0,07","4,25","1,34",,,,,16/11/2025,2025,11,EX3600
0060155 ZSHI,60155,Análisis flúido,7/11/2025,0060155 ZSHI 20251107,"4996,7","14443,5","11853,1","117,7",6,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO ,,Ninguna falla identificada,29/12/2025 2:07:13 p. m.,jbenitez2,,,"42,99","22,6","255,91",,0,,3,15,"3,39",,22,,23,21,14,"2,13","0,59","0,09","12,63",0,,,,,7/11/2025,2025,11,EX3600
0060155 ZSHI,60155,Análisis flúido,1/11/2025,0060155 ZSHI 20251101,4879,"14325,8","11735,4","3950,8",17,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO ,,Ninguna falla identificada,29/12/2025 2:10:22 p. m.,jbenitez2,,,"55,13","15,48","124,86",,"0,21",,,,"0,43",,,"10,945",22,20,17,"0,01","0,11",0,0,0,,,,,1/11/2025,2025,11,EX3600
0060156 ZSHI,60156,Análisis flúido,15/10/2025,0060156 ZSHI 20251015,"928,2",10375,"7784,6",0,20,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,22/12/2025 3:04:11 p. m.,jbenitez2,,,"28,92","44,06","323,71",,0,,3,9,"1,81",,18,"7,96",18,16,11,"0,89","2,89","0,18","3,72",0,,,,,15/10/2025,2025,10,EX3600
0060155 ZSHI,60155,Análisis flúido,25/09/2025,0060155 ZSHI 20250925,4253,10375,"7784,6","3955,4",17,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,22/12/2025 3:04:21 p. m.,jbenitez2,,,"41,52","10,98","300,34",,0,,3,15,"1,55",,22,"8,7",19,17,14,0,"0,66","0,17","6,29",0,,,,,25/09/2025,2025,09,EX3600
0060156 ZSHI,60156,Análisis flúido,8/09/2025,0060156 ZSHI 20250908,"297,6","6419,6","3829,2",0,10,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO,,Ninguna falla identificada,22/12/2025 3:05:27 p. m.,jbenitez2,,,"18,13","24,73","241,43",,0,,3,9,"0,26",,17,"7,95",20,19,15,"0,08","2,06","0,01","1,33","0,43",,,,,8/09/2025,2025,09,EX3600
0060155 ZSHI,60155,Análisis flúido,29/08/2025,0060155 ZSHI 20250829,"3829,2","6419,6","3829,2","555,5",35,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,22/12/2025 3:05:54 p. m.,jbenitez2,,,"68,93","13,65","197,44",,0,,2,21,"1,27",,28,"10,971",20,19,16,"0,33","0,58","0,64","0,8","0,27",,,,,29/08/2025,2025,08,EX3600
0060155 ZSHI,60155,Análisis flúido,25/07/2025,0060155 ZSHI 20250725,"3273,7","5864,1","3273,7","167,8",8,Normal,Crítico,,,No,0,Normal,"SEGUIR OPERANDO , BAJO MONITOREO",,Ninguna falla identificada,22/12/2025 3:06:40 p. m.,jbenitez2,,,"0,81","18,74","269,82",,0,,3,6,"1,19",,15,"7,36",23,21,17,"0,31","0,57","0,03","7,95",0,,,,,25/07/2025,2025,07,EX3600
0060155 ZSHI,60155,Análisis flúido,17/07/2025,0060155 ZSHI 20250717,"3105,9","5696,3","3105,9","3105,9",29,Normal,Crítico,,,No,0,Normal,"SEGUIR OPERANDO , BAJO MONITOREO",,Ninguna falla identificada,22/12/2025 3:06:50 p. m.,jbenitez2,,,"1,57","22,48","132,02",,"0,04",,3,7,"0,13",,16,"7,57",21,19,15,0,"0,11","0,02","0,26","0,44",,,,,17/07/2025,2025,07,EX3600
0060155 ZSHI,60155,Análisis flúido,18/06/2025,0060155 ZSHI 20250618,"2590,4","2590,4",0,,,Normal,Crítico,,,No,0,Crítico,"Los predictores del codigo ISO de limpieza estan en rango de critico.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  Pedir el elemento filtrante STOCK: 483074 cant 6 se debe solicitar este filtro de flujo pleno.",,Alto conteo de partículas,6/01/2026 1:00:37 p. m.,jbenitez2,,,"2,07","31,11","150,92",,"0,18",,2,6,"0,55",,16,"7,6",20,19,14,"0,13","0,08",0,"0,96","0,04",,,,,18/06/2025,2025,06,EX3600
0060157 ZSHI,60157,Análisis flúido,1/08/2026,0060157 ZSHI 20260801,3221,"4114,4",3221,"496,5",28,Normal,Crítico,,,No,0,Normal,PUEDE SEGUIR OPERANDO ,,,4/08/2026 7:30:48 a. m.,jbenitez2,,,"46,06","9,81","137,81",,"0,15",,2,19,"0,61",,26,"10,12",20,17,14,"0,35","0,17","0,09","2,56","0,14",,,,,1/08/2026,2026,08,EX3600
0060157 ZSHI,60157,Análisis flúido,4/07/2026,0060157 ZSHI 20260704,"2724,5","3617,9","2724,5","495,9",26,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,Altos metales de desgaste,8/07/2026 2:49:13 p. m.,jbenitez2,,,"10,74","25,42","148,76",,0,,3,8,"4,08",,17,"7,83",20,18,15,"1,26","0,93",0,"10,5","1,39",,,,,4/07/2026,2026,07,EX3600
0060157 ZSHI,60157,Análisis flúido,8/06/2026,0060157 ZSHI 20260608,"2228,6",3122,"2228,6","432,7",28,Normal,Crítico,,,No,0,Normal,PUEDE SEGUIR OPERANDO ,,Ninguna falla identificada,11/06/2026 7:35:22 a. m.,jbenitez2,,,"45,02","24,75","305,95",,0,,2,13,"0,92",,21,"8,94",20,17,13,"0,5","1,07","0,11","5,37",0,,,,,8/06/2026,2026,06,EX3600
0060157 ZSHI,60157,Análisis flúido,11/05/2026,0060157 ZSHI 20260511,"1795,9","2689,3","1795,9","417,7",24,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones y enventanarla el 18/5/2026    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,Alto conteo de partículas,15/05/2026 9:12:06 a. m.,jbenitez2,,,"33,8","13,26","132,38",,"0,12",,2,14,"0,47",,22,"9,31",24,21,17,"0,36","0,83","0,14","2,64","0,91",,,,,11/05/2026,2026,05,EX3600
0060157 ZSHI,60157,Análisis flúido,17/04/2026,0060157 ZSHI 20260417,"1378,2","2271,6","1378,2","1378,2",27,Normal,Crítico,,,No,0,Normal,"sin novedad, seguir monitoreando de cerca.",,Ninguna falla identificada,20/04/2026 11:47:34 a. m.,jbenitez2,,,"7,33","18,99","226,75",,"0,14",,,,"0,95",,,"7,6",18,16,13,"0,77","1,98","0,2","4,67","0,37",,,,,17/04/2026,2026,04,EX3600
0060157 ZSHI,60157,Análisis flúido,21/03/2026,0060157 ZSHI 20260321,"893,4","893,4",0,506,28,Normal,Crítico,,,No,0,Advertencia,"  Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones :  1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,Alto conteo de partículas,30/03/2026 11:18:53 a. m.,jbenitez2,,,"8,58","48,1","249,36",,"0,07",,3,6,"0,73",,16,"7,58",20,19,15,"0,42","2,93",0,"5,39",0,,,,,21/03/2026,2026,03,EX3600
0060157 ZSHI,60157,Análisis flúido,21/02/2026,0060157 ZSHI 20260221,"387,4","387,4",0,,,Normal,Crítico,,,No,0,Normal,SE  TOMARA UNA CONTRAMUESTRA PARA VERIFICAR TENDENCIA ,,Ninguna falla identificada,30/03/2026 11:02:01 a. m.,jbenitez2,,,"7,47","47,3","294,62",,"0,4",,3,6,"0,92",,16,"7,6",19,17,13,"0,32","2,93","0,06","3,13",0,,,,,21/02/2026,2026,02,EX3600
0060119 ZSHI,60119,Análisis flúido,16/08/2026,0060119 ZSHI 20260816,"39791,23","39791,23","39791,23","488,9",27,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO ,,,18/08/2026 10:36:34 a. m.,DMartinez,,"0,02","81,19","41,72","106,27","2,39","0,49",,2,22,"5,01","2,28",29,"9,98",19,17,13,"2,06","1,38","0,62","5,4",0,,,,,16/08/2026,2026,08,EX5500
0060119 ZSHI,60119,Análisis flúido,20/07/2026,0060119 ZSHI 20260720,"39302,33","39302,33","39302,33","256,4",13,Normal,Crítico,,,No,0,Advertencia,"NIviles de CODIGO ISO AUN DISMINUIDI EN 3 NIVELES POSTERIOR A LA FILTRACION PALL , SE TENDRA EN SEGUIMENTO ESTA CONDICION CON MUESTREO",,Alto conteo de partículas,23/07/2026 7:56:07 p. m.,DMartinez,,"0,07","78,79","4,02","107,05","0,5",0,,2,21,"0,95",0,28,"11,18",20,18,15,"0,47","0,01","0,01",0,0,,,,,20/07/2026,2026,07,EX5500
0060119 ZSHI,60119,Análisis flúido,7/07/2026,0060119 ZSHI 20260707,"39045,93","39045,93","39045,93","456,8",24,Normal,Crítico,,,No,0,Advertencia,"NIviles de CODIGO ISO AUN DISMINUIDI EN 3 NIVELES POSTERIOR A LA FILTRACION PALL , SE TENDRA EN SEGUIMENTO ESTA CONDICION CON MUESTREO",,Alto conteo de partículas,23/07/2026 7:56:07 p. m.,DMartinez,,"0,09","103,49","48,87","146,57","1,64",0,,,,"4,36","10,02",,"10,14",20,18,14,"2,09","2,13","0,65","4,81","0,38",,,,,7/07/2026,2026,07,EX5500
0060119 ZSHI,60119,Análisis flúido,13/06/2026,0060119 ZSHI 20260613,"38589,13","38589,13","38589,13","311,3",22,Normal,Crítico,,,No,0,Advertencia,"SEGUIR OPERANDO , MANTENER EN SEGUIMIENTO EL CODIGO ISO DEL SISTEMA HIDRUALICO",TOMAR MUESTRA,Suciedad,16/06/2026 10:59:46 a. m.,DMartinez,,"0,02","113,77","44,53","95,88","2,01","0,03",,2,21,"2,37","2,14",27,"10,92",20,19,15,"1,36","2,44","0,55","3,17","0,07",,,,,13/06/2026,2026,06,EX5500
0060119 ZSHI,60119,Análisis flúido,22/05/2026,0060119 ZSHI 20260522,"38277,83","38277,83","38277,83","103,5",5,Normal,Crítico,,,No,0,Advertencia,"SEGUIR OPERANDO , MANTENER EN SEGUIMIENTO EL CODIGO ISO DEL SISTEMA HIDRUALICO",TOMAR MUESTRA,Suciedad,16/06/2026 10:59:46 a. m.,DMartinez,,"0,06","116,14","46,9","123,87","2,15","0,09",,2,21,"1,46","2,46",27,"10,6",23,21,18,"0,84","1,59","0,22","2,36","0,17",,,,,22/05/2026,2026,05,EX5500
0060119 ZSHI,60119,Análisis flúido,17/05/2026,0060119 ZSHI 20260517,"38174,33","38174,33","38174,33","23,6",3,Normal,Crítico,,,No,0,Advertencia,"SEGUIR OPERANDO , MANTENER EN SEGUIMIENTO EL CODIGO ISO DEL SISTEMA HIDRUALICO",TOMAR MUESTRA,Suciedad,16/06/2026 10:59:46 a. m.,DMartinez,,"0,04","126,04","40,11","108,43","1,23",0,,2,21,"0,93","1,9",28,"11,08",21,18,14,"0,36","0,72","0,1","1,54","0,62",,,,,17/05/2026,2026,05,EX5500
0060120 ZSHI,60120,Análisis flúido,4/08/2026,0060120 ZSHI 20260804,"18238,14","18238,14","18238,14","254,8",13,Normal,Crítico,,,No,0,Crítico,CAMBIO DE ACEITE HIDRAULICO PALA HITACHI EX5500/EX5600-----POR CONDICION ICOR01711265,,,10/08/2026 1:31:44 p. m.,DMartinez,,"0,07","69,19","21,86","119,2","2,85","1,99",,2,22,"12,38","2,68",28,"10,04",21,17,13,"5,79","1,46","0,34","7,7",0,"0,1","0,07",0,"0,08",4/08/2026,2026,08,EX5500
0060120 ZSHI,60120,Análisis flúido,22/07/2026,0060120 ZSHI 20260722,"17983,34","17983,34","17983,34","215,8",12,Normal,Crítico,,,No,0,Crítico,CAMBIO DE ACEITE HIDRAULICO PALA HITACHI EX5500/EX5600-----POR CONDICION ICOR01711265,,Suciedad,24/07/2026 5:46:44 p. m.,DMartinez,,"0,03","94,57","46,51","79,05","1,07","1,64",,2,22,"15,37","1,55",28,"10,1",22,21,19,"5,29","1,6","0,29","9,56","0,65","0,1","0,15",0,"0,26",22/07/2026,2026,07,EX5500
0060120 ZSHI,60120,Análisis flúido,10/07/2026,0060120 ZSHI 20260710,"17767,54","17767,54","17767,54","290,1",17,Normal,Crítico,,,No,0,Crítico,CAMBIO DE ACEITE HIDRAULICO PALA HITACHI EX5500/EX5600-----POR CONDICION  ICOR01711265-202607,,Alto conteo de partículas,15/07/2026 2:27:16 p. m.,DMartinez,,"0,11","71,47","11,86","121,03","1,64",0,,,,"10,94","1,36",,"10,16",22,19,13,"5,85","1,9","0,33","6,4",0,"0,11",0,0,"0,03",10/07/2026,2026,07,EX5500
0060120 ZSHI,60120,Análisis flúido,23/06/2026,0060120 ZSHI 20260623,"17477,44","17477,44","17477,44","74,2",5,Normal,Crítico,,,No,0,Crítico,CAMBIO DE ACEITE HIDRAULICO PALA HITACHI EX5500/EX5600-----POR CONDICION  ICOR01711265-202607,,Alto conteo de partículas,15/07/2026 2:27:16 p. m.,DMartinez,,"0,06","54,4","5,56","63,88","1,42","0,71",,2,21,"3,91","1,36",28,"10,35",22,20,14,"2,8","1,19","0,17","4,17",0,"0,03","0,03","0,73",0,23/06/2026,2026,06,EX5500
0060120 ZSHI,60120,Análisis flúido,18/06/2026,0060120 ZSHI 20260618,"17403,24","17403,24","17403,24",219,18,Normal,Crítico,,,No,0,Crítico,CAMBIO DE ACEITE HIDRAULICO PALA HITACHI EX5500/EX5600-----POR CONDICION  ICOR01711265-202607,,Alto conteo de partículas,15/07/2026 2:27:16 p. m.,DMartinez,,0,"62,4","1,71","112,5","0,44","0,83",,,,0,"0,04",,"11,01",21,20,15,"0,06",0,0,"0,07",0,0,0,"0,21",0,18/06/2026,2026,06,EX5500
0060120 ZSHI,60120,Análisis flúido,31/05/2026,0060120 ZSHI 20260531,"17184,24","17184,24","17184,24","70,3",4,Normal,Crítico,,,No,0,Normal,"ACEITE FUE CANABIADO EN EL EVENTO DE  FALLA DEL CILINDRO DE NIVLEACION POR FUGA INTERNA , SE TENDRA EN SEGUIMIENTO LA SALUD DEL SISTEMA HIDRUALICO ",,Ninguna falla identificada,16/06/2026 10:46:56 a. m.,DMartinez,,"0,08","47,64","22,85","123,24","1,61","1,93",,2,22,"8,81","2,96",28,"10,28",21,19,13,"5,16","1,67","0,36","8,98","0,92","0,06","0,03","0,3",0,31/05/2026,2026,05,EX5500
0060120 ZSHI,60120,Análisis flúido,27/05/2026,0060120 ZSHI 20260527,"17113,94","17113,94","17113,94","136,9",7,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO ,,Ninguna falla identificada,16/06/2026 10:45:51 a. m.,DMartinez,,"0,04","64,39","5,46","85,11","0,46",0,,2,21,"0,07","1,88",28,"11,02",21,19,15,0,"0,22","0,06","0,17",0,"0,04","0,18","0,15","0,1",27/05/2026,2026,05,EX5500
0060120 ZSHI,60120,Análisis flúido,20/05/2026,0060120 ZSHI 20260520,"16977,04","16977,04","16977,04","104,3",7,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO ,,Ninguna falla identificada,16/06/2026 10:45:51 a. m.,DMartinez,,"0,1","78,03","22,48","118,51","2,33","0,83",,2,21,"7,6","3,24",28,"10,05",21,19,16,"4,93","1,46","0,45","6,98",0,"0,13","0,15",0,"0,01",20/05/2026,2026,05,EX5500
0060120 ZSHI,60120,Análisis flúido,13/05/2026,0060120 ZSHI 20260513,"16872,74","16872,74","16872,74","428,2",25,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO ,,Ninguna falla identificada,16/06/2026 10:45:51 a. m.,DMartinez,,"0,06","81,95","22,9","101,77","1,02","1,23",,2,22,"6,41","1,71",28,"10,3",20,17,13,"3,83","1,55","0,33","6,85","0,43","0,15",0,"0,09",0,13/05/2026,2026,05,EX5500
